eval_imagenet_1k,"{'zeroshot_top1': 0.0009, 'zeroshot_top3': 0.00208, 'zeroshot_top5': 0.00372, 'zeroshot_top10': 0.00902}"
eval_imagenet_1k,"{'zeroshot_top1': 0.0013, 'zeroshot_top3': 0.004, 'zeroshot_top5': 0.00758, 'zeroshot_top10': 0.01858}"
eval_imagenet_1k,"{'zeroshot_top1': 0.35522, 'zeroshot_top3': 0.72252, 'zeroshot_top5': 0.80766, 'zeroshot_top10': 0.88034}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00164, 'zeroshot_top3': 0.00642, 'zeroshot_top5': 0.01158, 'zeroshot_top10': 0.0293}"
eval_imagenet_1k,"{'zeroshot_top1': 0.03172, 'zeroshot_top3': 0.11666, 'zeroshot_top5': 0.18392, 'zeroshot_top10': 0.30464}"
eval_imagenet_1k,"{'zeroshot_top1': 0.73664, 'zeroshot_top3': 0.9127, 'zeroshot_top5': 0.9475, 'zeroshot_top10': 0.9752}"
eval_imagenet_1k,"{'zeroshot_top1': 0.21158, 'zeroshot_top3': 0.582, 'zeroshot_top5': 0.69806, 'zeroshot_top10': 0.79942}"
eval_imagenet_1k,"{'zeroshot_top1': 0.0013, 'zeroshot_top3': 0.0044, 'zeroshot_top5': 0.00832, 'zeroshot_top10': 0.0217}"
eval_imagenet_1k,"{'zeroshot_top1': 0.05992, 'zeroshot_top3': 0.27566, 'zeroshot_top5': 0.40782, 'zeroshot_top10': 0.57802}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00104, 'zeroshot_top3': 0.00272, 'zeroshot_top5': 0.00504, 'zeroshot_top10': 0.01256}"
eval_imagenet_1k,"{'zeroshot_top1': 0.09594, 'zeroshot_top3': 0.24344, 'zeroshot_top5': 0.34666, 'zeroshot_top10': 0.4991}"
eval_imagenet_1k,"{'zeroshot_top1': 0.49006, 'zeroshot_top3': 0.70202, 'zeroshot_top5': 0.7741, 'zeroshot_top10': 0.8481}"
eval_imagenet_1k,"{'zeroshot_top1': 0.49154, 'zeroshot_top3': 0.67242, 'zeroshot_top5': 0.7367, 'zeroshot_top10': 0.81062}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00106, 'zeroshot_top3': 0.00316, 'zeroshot_top5': 0.0055, 'zeroshot_top10': 0.01342}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00114, 'zeroshot_top3': 0.00284, 'zeroshot_top5': 0.00532, 'zeroshot_top10': 0.01292}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00118, 'zeroshot_top3': 0.00376, 'zeroshot_top5': 0.00624, 'zeroshot_top10': 0.016}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00094, 'zeroshot_top3': 0.00264, 'zeroshot_top5': 0.00466, 'zeroshot_top10': 0.01084}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00102, 'zeroshot_top3': 0.0029, 'zeroshot_top5': 0.00544, 'zeroshot_top10': 0.01246}"
eval_imagenet_1k,"{'zeroshot_top1': 0.00122, 'zeroshot_top3': 0.0038, 'zeroshot_top5': 0.00688, 'zeroshot_top10': 0.01732}"
eval_imagenet_1k,"{'zeroshot_top1': 0.0443, 'zeroshot_top3': 0.15724, 'zeroshot_top5': 0.24952, 'zeroshot_top10': 0.40514}"
